,Event,Date,Start Time,Game,Category,Platform,Runners,Host
114,SGDQ2016,2016-07-07,17:34,Ironsword: Wizards and Warriors II,Any%,NES,"Skavenger216, feasel, Gyre, JamEvil",
115,SGDQ2016,2016-07-07,17:57,Gimmick!,Any%,NES,Aquas,
116,SGDQ2016,2016-07-07,18:21,Demon Sword,Any%,NES,digshake,
117,SGDQ2016,2016-07-07,18:41,Gargoyle's Quest 2,Any%,NES,RogueLink,
118,SGDQ2016,2016-07-07,19:59,Tetris: The Grand Master Series Exhibition,Exhibition,ARCADE,"aperturegrillz, Poochy.EXE, KevinDDR, EnchantressOfNumbers, Qlex",
119,SGDQ2016,2016-07-07,22:29,Trials Fusion,Community/Ninja/Retro Track Showcase,PC,"TheBlazeJp, Vantier, TheBoshos",
120,SGDQ2016,2016-07-08,00:18,The Elder Scrolls: Arena,Any%,PC,Puri_Puri,
121,SGDQ2016,2016-07-08,00:48,The Elder Scrolls II: Daggerfall,Any%,PC,Puri_Puri,
122,SGDQ2016,2016-07-08,01:29,The Elder Scrolls III: Morrowind,All Main Quests,PC,AlbinoAlbatross,
123,SGDQ2016,2016-07-08,02:13,The Elder Scrolls IV: Oblivion,Any%,PC,TheFuncannon,
124,SGDQ2016,2016-07-08,02:29,The Elder Scrolls V: Skyrim,Any%,PC,DrTChops,
125,SGDQ2016,2016-07-08,03:34,Two Worlds,Any% Glitched,PC,Shaddex,
126,SGDQ2016,2016-07-08,03:50,Fallout 3,Any%,PC,progamingwithed,
127,SGDQ2016,2016-07-08,04:21,Fallout 4,Any%,PC,BubblesDelFuego,
128,SGDQ2016,2016-07-08,05:34,Mark Of The Ninja,NG No-OoB Obake,PC,Vyreck,
129,SGDQ2016,2016-07-08,06:56,Crypt of the NecroDancer,Cadence All Zones (Seeded),PC,"SpootyBiscuit, mudjoe2",
130,SGDQ2016,2016-07-08,07:22,The Witness,any%,PC,Fearful Ferret,
131,SGDQ2016,2016-07-08,07:52,Trine 3: Artifacts of Power,Classic Co-op Any%,PC,"progamingwithed, Seak1ng, Fearful Ferret",
132,SGDQ2016,2016-07-08,09:03,Shantae: Risky's Revenge,Any%,PC,toucansham,
133,SGDQ2016,2016-07-08,09:33,Magrunner: Dark Pulse,Any%,PC,MattyIce3131,
134,SGDQ2016,2016-07-08,10:32,Pause Ahead,Any%,PC,doubletaco,
135,SGDQ2016,2016-07-08,10:45,Super Amazing Wagon Adventure,Any%,PC,Raelcun,
136,SGDQ2016,2016-07-08,11:03,Monster Bash,Episode 1 Any%,PC,CapnClever,
137,SGDQ2016,2016-07-08,11:34,Ghostbusters,Any% Normal,GENESIS,Breakdown,
138,SGDQ2016,2016-07-08,12:10,Jewel Master,Any% Normal,GENESIS,Breakdown,
139,SGDQ2016,2016-07-08,12:28,Twinkle Tale,Any%,GENESIS,Sent,
140,SGDQ2016,2016-07-08,12:56,Bubble Ghost,Any%,GAME BOY,Protomagicalgirl,
141,SGDQ2016,2016-07-08,13:16,Trip World,Any%,GAME BOY,NachoYacopu,
142,SGDQ2016,2016-07-08,13:33,Dragon Egg,Any% Easy,PC ENGINE,infinitemystery,
143,SGDQ2016,2016-07-08,13:52,Ninja Gaiden Shadow,Any%,GAME BOY,Protomagicalgirl,
144,SGDQ2016,2016-07-08,14:12,Ultraman Ball,Beat the Game,GAME BOY,Mundungu,
145,SGDQ2016,2016-07-08,14:31,Kirby & the Amazing Mirror,Co-op Any%,GBA,"swordsmankirby, GravelCrusher",
146,SGDQ2016,2016-07-08,15:09,Kirby Air Ride,Air Ride All Tracks,GAMECUBE,Pearstrike,
147,SGDQ2016,2016-07-08,15:37,Kirby: Nightmare in Dream Land,Any%,GBA,Mr_Shasta,
148,SGDQ2016,2016-07-08,16:51,Kirby's Dream Land,Any%,GAME BOY,"Protomagicalgirl, TrUShade, eBloodyCandy",
149,SGDQ2016,2016-07-08,17:13,Super Mario Land,Any%,GAME BOY,Protomagicalgirl,
150,SGDQ2016,2016-07-08,17:39,Super Mario Bros. 3,100%,NES,CujoIHSV,
151,SGDQ2016,2016-07-08,19:24,Super Mario World,All Castles,SNES,"xsvArea51, Bramz, truman",
152,SGDQ2016,2016-07-08,20:13,Super Mario World Low%,Low% (Small Mario only),SNES,rezephos,
153,SGDQ2016,2016-07-08,20:42,Mega Man Zero 2,Any%,GBA,cleartonic,
154,SGDQ2016,2016-07-08,21:53,Mega Man X3,100%,SNES,calebhart42,
155,SGDQ2016,2016-07-08,22:48,Mega Man X2,Low%,SNES,Trogdor,
156,SGDQ2016,2016-07-08,23:41,Mega Man ZX Advent,"Any% (Beginner, Grey)",DS,Gymfreak739,
157,SGDQ2016,2016-07-09,01:14,Super Mario Maker,Blind Custom Team Relay Race,WII U,"mitchflowerpower, Andy, xsvArea51, Iateyourpie, pcull44444, usedpizza, Kronicsauce, grandpoobear",
158,SGDQ2016,2016-07-09,02:43,Pepsiman,Any%,PS1,theboyks,
159,SGDQ2016,2016-07-09,03:21,The Legend of Zelda: Ocarina of Time,Glitchless Any%,N64,dannyb21892,
160,SGDQ2016,2016-07-09,07:10,The Legend of Zelda: Ocarina of Time,Glitch Exhibition,N64,Piticarus,
161,SGDQ2016,2016-07-09,07:49,Pikmin,All Parts,WII,Emily Brooks,
162,SGDQ2016,2016-07-09,09:40,Trauma Center Second Opinion,Any% Normal,WII,Irisjoker,
163,SGDQ2016,2016-07-09,11:19,Child of Light,NG Any%,PC,takaze,
164,SGDQ2016,2016-07-09,12:51,Final Fantasy Adventure,Any%,GAME BOY,opus,
165,SGDQ2016,2016-07-09,13:49,Aladdin,Any%,SNES,"Ribbedkilla, Countdown42, pcull44444",
166,SGDQ2016,2016-07-09,14:21,Typing of the Dead,Any%,PC,peaches_,
167,SGDQ2016,2016-07-09,15:04,Diablo 2: Lord of Destruction,Any% Normal Druid,PC,MrLlamaSC,
168,SGDQ2016,2016-07-09,17:13,Pokémon Red,Any% Glitchless,GAME BOY,"Gunnermaniac3, Keizaron, ExtraTricky, Charlie Armitz",
169,SGDQ2016,2016-07-09,19:29,Pokémon Blue,Reverse Badge Acquisition,GAME BOY,eddaket,
170,SGDQ2016,2016-07-09,20:18,TASBot plays Super Mario Land 2,Memory Tour/Glitchfest,GAME BOY,"dwangoAC, link_7777",
171,SGDQ2016,2016-07-09,20:33,TASBot plays VVVVVV,"20 Trinkets, No Death",PC,"dwangoAC, Masterjun",
172,SGDQ2016,2016-07-09,21:10,"TASBot plays Super Mario Bros. 1, 2 + 3",One Controller Three Games,NES,"dwangoAC, agwawaf",
173,SGDQ2016,2016-07-09,21:48,Final Fantasy VI,Any% Sketch Glitch,SNES,bichphuongballz,
174,SGDQ2016,2016-07-10,02:10,Super Metroid,Any%,SNES,"oatsngoats, sweetnumb, zoast, Behemoth87",
175,SGDQ2016,2016-07-10,03:22,Super Mario RPG: Legend of the Seven Stars,Any%,SNES,LackAttack24,
176,SGDQ2016,2016-07-10,06:50,Super Mario 64 70 Star Encore,70 star,N64,"Puncayshun, Cheese05, Simply, Biinny",
1,AGDQ2017,2017-01-08,17:00,Ape Escape 2,Any%,PS2,iongravirei,
2,AGDQ2017,2017-01-08,18:08,The Legend of Zelda: Ocarina of Time 3D,All Dungeons,3DS,benstephens56,
3,AGDQ2017,2017-01-08,20:23,Borderlands 2,2 Player Co-op,PC,"Shockwve, Amyrlinn",
4,AGDQ2017,2017-01-08,22:30,Psychonauts,Any%,PC,demoli,
5,AGDQ2017,2017-01-08,23:46,Shovel Knight,Any%,PC,"Smaugy, MunchaKoopas",
6,AGDQ2017,2017-01-09,01:00,Mega Man,All Stages,NES,"WhiteHat94, Endy, dxtr, coolkid",
7,AGDQ2017,2017-01-09,01:46,Super Mario Kart,Time Trial Race,SNES,"KVD, Sami Cetin",
8,AGDQ2017,2017-01-09,02:34,Quake,Any% Easy,PC,coolkid,
9,AGDQ2017,2017-01-09,03:14,Metal Gear Solid 2: Sons of Liberty,European Extreme,PS3,Jaguar King,
10,AGDQ2017,2017-01-09,05:06,Devil May Cry,New Game / Normal,PS3,Maxylobes,
11,AGDQ2017,2017-01-09,06:08,Resident Evil Zero HD Remaster,Wesker Mode,PC,Pessimism,
12,AGDQ2017,2017-01-09,07:46,Silent Hill 4: The Room,Any%,PC,AnEternalEnigma,
13,AGDQ2017,2017-01-09,09:38,F.E.A.R. Extraction Point,Low Difficulty,PC,Overfiendvip,
14,AGDQ2017,2017-01-09,10:30,Hitman: Blood Money,PRO/SA,PC,Saintmillion,
15,AGDQ2017,2017-01-09,11:14,The Turing Test,Any%,PC,Azorae,
16,AGDQ2017,2017-01-09,12:04,Hyper Princess Pitch,"Combat Lady, All Stages",PC,WanderingMind,
17,AGDQ2017,2017-01-09,12:25,Hydra Castle Labyrinth,Any%,PC,ForOhFor,
18,AGDQ2017,2017-01-09,13:15,Kalimba,Inner World,PC,DevilSquirrel,
19,AGDQ2017,2017-01-09,13:43,New Super Hook Girl,Any%,PC,bjw,
20,AGDQ2017,2017-01-09,14:12,Valdis Story: Abyssal City,Any%,PC,RiskyCB,
21,AGDQ2017,2017-01-09,15:02,Salt and Sanctuary,All Bosses,PC,Grimelios,
22,AGDQ2017,2017-01-09,15:52,Salt and Sanctuary,Any%,PC,Grimelios,
23,AGDQ2017,2017-01-09,16:10,Magic Sword,Normal Beginning,SNES,"Pro_JN, yelsraek",
24,AGDQ2017,2017-01-09,16:43,Joe and Mac 2,Any%,SNES,dram55,
25,AGDQ2017,2017-01-09,17:12,Congo's Caper,Any%,SNES,Omnigamer,
26,AGDQ2017,2017-01-09,17:41,Batman: Return of the Joker,Any%,NES,Toad22484,
27,AGDQ2017,2017-01-09,18:08,Sunset Riders,Any% Hard pistols,SNES,Gusmancini,
28,AGDQ2017,2017-01-09,18:39,Super Bomberman,Any%,SNES,Crak Atak,
29,AGDQ2017,2017-01-09,19:00,Smart Ball,Any%,SNES,giygasblues,
30,AGDQ2017,2017-01-09,19:27,Mario Paint,Gnat Attack Level 3,SNES,DoDeChehedron,
31,AGDQ2017,2017-01-09,19:41,Battle Clash,Any%,SNES,SCXCR,
32,AGDQ2017,2017-01-09,20:17,Sega Bass Fishing,Any%,DREAMCAST,Fuzzyness,
33,AGDQ2017,2017-01-09,20:35,BONUS: Kirby Tilt 'n' Tumble,Any%,GAME BOY COLOR,Theguesst,
34,AGDQ2017,2017-01-09,21:10,Rocket: Robot on Wheels,Any%,N64,mashystrr,
35,AGDQ2017,2017-01-09,22:21,Super Monkey Ball 2,Story Mode All Levels,GAMECUBE,Peanut,
36,AGDQ2017,2017-01-09,23:07,Super Monkey Ball Adventure,All Difficulties,GAMECUBE,Pokehero,
37,AGDQ2017,2017-01-09,23:36,Pokémon Emerald,Any% Glitchless,GBA,TheTyrant14,
38,AGDQ2017,2017-01-10,03:01,Tetris with Cardcaptor Sakura: Eternal Heart,Story Mode (Normal),PSX,"KevinDDR, EnchantressOfNumbers",
39,AGDQ2017,2017-01-10,03:52,Blaster Master,Any% Warpless,NES,"Skavenger216, ShiningDragoon",
40,AGDQ2017,2017-01-10,04:42,Ninja Gaiden,Pacifist%,NES,"dxtr, Gusmancini",
41,AGDQ2017,2017-01-10,05:06,Ninja Gaiden II: The Dark Sword of Chaos,Pacifist,NES,Gusmancini,
42,AGDQ2017,2017-01-10,05:39,Sparkster,Any%,GENESIS,Drakodan,
43,AGDQ2017,2017-01-10,06:07,Decap Attack,Beat the Game,GENESIS,cook,
44,AGDQ2017,2017-01-10,06:47,Adventure Island 4,Any%,NES,puchiedarcy,
45,AGDQ2017,2017-01-10,07:24,Shippuu! Iron Leaguer,Any%,GAME BOY,Neerrm,
46,AGDQ2017,2017-01-10,07:50,Mickey's Dangerous Chase,Any%,GAME BOY,Adefgames,
47,AGDQ2017,2017-01-10,08:15,Jazz Jackrabbit,6-Episode,PC,CapnClever,
48,AGDQ2017,2017-01-10,08:58,Jumping Flash! 2,Any%,PSX,TonyOgbot,
49,AGDQ2017,2017-01-10,09:36,Intelligent Qube (Kurushi),Any%,PSX,CaneofPacci,
50,AGDQ2017,2017-01-10,10:24,LittleBigPlanet 3,Any% no-create,PS3,RbdJellyfish,
51,AGDQ2017,2017-01-10,11:19,Road Trip Adventure,Any%,PS2,Konasumi,
52,AGDQ2017,2017-01-10,11:59,Pac-Man World,Any%,PSX,Joester98,
53,AGDQ2017,2017-01-10,12:51,Mega Man Legends,Any%,PSX,BlueMetal,
54,AGDQ2017,2017-01-10,13:54,Katamari Damacy,Any%,PS2,sunkir,
55,AGDQ2017,2017-01-10,14:41,Super Smash Bros. Melee,All Events,GAMECUBE,Fuzzyness,
56,AGDQ2017,2017-01-10,15:28,Metroid Prime 2: Echoes,Low% (6%),GAMECUBE,Miles,
57,AGDQ2017,2017-01-10,17:19,Super Metroid Rotation,Any%,SNES,Feral5x,
58,AGDQ2017,2017-01-10,18:31,Dark Messiah of Might and Magic,Any%,PC,Razgrillz,
59,AGDQ2017,2017-01-10,19:14,Fallout: New Vegas,Any%,PC,progamingwithed,
60,AGDQ2017,2017-01-10,19:46,System Shock 2,Any%,PC,M1_Account,
61,AGDQ2017,2017-01-10,20:17,Descent II,Hotshot Any%,PC,SpootyBiscuit,
62,AGDQ2017,2017-01-10,21:13,Daikatana,Any% No Sidekicks,PC,Cubeface,
63,AGDQ2017,2017-01-10,22:10,Half-Life: Blue Shift,Any%,PC,Cubeface,
64,AGDQ2017,2017-01-10,23:03,Doom (2016),Any%,PC,Blood_Thunder,
65,AGDQ2017,2017-01-11,00:21,Super Mario Bros.,Warpless,NES,"darbian, Kosmicd12, andrewg",
66,AGDQ2017,2017-01-11,00:53,Super Mario Bros.,Any%,NES,"darbian, Kosmicd12, andrewg",
67,AGDQ2017,2017-01-11,01:09,Super Mario Bros.: The Lost Levels,Any% 8-4,FAMICOM DISK,"darbian, Kosmicd12, andrewg",
68,AGDQ2017,2017-01-11,01:45,Super Mario Sunshine,Any%,GAMECUBE,"Bounceyboy, PangaeaPanga, AverageTrey, StrongmanLin",
69,AGDQ2017,2017-01-11,03:24,Final Fantasy,Any%,NES,"feasel, Gyre",
70,AGDQ2017,2017-01-11,07:28,Gauntlet,Any% co-op,NES,"feasel, Mithical9",
71,AGDQ2017,2017-01-11,08:02,Kabuki Quantum Fighter,Any%,NES,Mithical9,
72,AGDQ2017,2017-01-11,08:22,Cobra Triangle,Any%,NES,ShiningDragoon,
73,AGDQ2017,2017-01-11,08:48,The Krion Conquest,Any%,NES,badbrakes,
74,AGDQ2017,2017-01-11,09:14,Street Fighter 2010: The Final Fight,Any%,NES,Spiriax,
75,AGDQ2017,2017-01-11,09:41,River City Ransom,Any%,NES,yelsraek,
76,AGDQ2017,2017-01-11,09:58,Moon Crystal,Any%,FAMICOM,jimmypoopins,
77,AGDQ2017,2017-01-11,10:24,Little Samson,All Stages Normal,NES,Xdragon,
78,AGDQ2017,2017-01-11,10:52,The Addams Family,Any%,SNES,garbanzoguy,
79,AGDQ2017,2017-01-11,11:04,Yume Penguin Monogatari,Any%,FAMICOM,Endy,
80,AGDQ2017,2017-01-11,11:23,Gremlins 2,Any%,NES,Endy,
81,AGDQ2017,2017-01-11,11:35,Trojan,Any%,NES,InfestedRiche,
82,AGDQ2017,2017-01-11,11:57,Shinobi III: Return of the Ninja Master,"Any%, Expert, 0 Kunai",GENESIS,Keaur,
83,AGDQ2017,2017-01-11,12:32,Bishi Bashi Special,Hyper Mode Any%,PSX,T3tsuya,
84,AGDQ2017,2017-01-11,12:56,Crowtel,Any%,PC,theboyks,
85,AGDQ2017,2017-01-11,13:16,SEUM: Speedrunners from Hell,Speedrun Mode: All Levels,PC,MattyIce3131,
86,AGDQ2017,2017-01-11,13:44,Blitz Breaker,Any%,PC,giygasblues,
87,AGDQ2017,2017-01-11,14:28,Secrets Of Grindea,Arcade Mode Co-Op,PC,"Ivan, Mr_Weables",
88,AGDQ2017,2017-01-11,15:25,Hyper Light Drifter,New Game+ Any%,PC,MunchaKoopas,
89,AGDQ2017,2017-01-11,16:09,Ori and the Blind Forest: Definitive Edition,OREO *or* 0XP (bid war),PC,"Vulajin, sigma",
90,AGDQ2017,2017-01-11,17:23,BONUS: Castlevania: Symphony of the Night,Richter All Bosses,XBOX 360,Mecha Richter,
91,AGDQ2017,2017-01-11,18:11,Castlevania,Any%,NES,"Cantaloupeme, Komrade",
92,AGDQ2017,2017-01-11,18:44,Super Castlevania IV,Any%,SNES,"Furious Paul, JoeDamillio",
93,AGDQ2017,2017-01-11,19:39,Castlevania: Rondo of Blood,Maria (NG+),WII VC,"Skavenger216, Komrade",
94,AGDQ2017,2017-01-11,20:18,Mega Man 6,Any%,NES,Ppotdot1,
95,AGDQ2017,2017-01-11,21:05,Mega Man Network Transmission,Any%,GAMECUBE,soothingplumtea,
96,AGDQ2017,2017-01-11,22:30,Mega Man X,100%,SNES,"Domalix, Calebhart42, CrystalUnclear, Walrus_prime",
97,AGDQ2017,2017-01-11,23:27,Mighty No. 9,"Any% (Beck, Maniac)",PS4,GreenZSaber,
98,AGDQ2017,2017-01-12,00:38,Halo 2,Legendary,XBOX 360,Cryphon,
99,AGDQ2017,2017-01-12,02:39,Batman: Arkham City,Any% (No Catwoman),PC,BubblesDelFuego,
100,AGDQ2017,2017-01-12,04:28,Batman Forever,Any% Co-op,SNES,"PJ, Klaige",
101,AGDQ2017,2017-01-12,05:19,Timecop,Any%,SNES,Omnigamer,
102,AGDQ2017,2017-01-12,05:56,Cool World,Any%,SNES,Mecha Richter,
103,AGDQ2017,2017-01-12,06:13,The Adventures of Rocky and Bullwinkle and Friends,Any%,SNES,authorblues,
104,AGDQ2017,2017-01-12,06:38,Dragon's Lair,Any%,SNES,SCXCR,
105,AGDQ2017,2017-01-12,07:05,A Nightmare on Elm Street,4-Player Co-op,NES,"Skavenger216, feasel, JamEvil, Cantaloupeme",
106,AGDQ2017,2017-01-12,07:39,Cheetahmen (Action 52),Any%,NES,huey,
107,AGDQ2017,2017-01-12,07:50,King of Kings: The Early Years,Jesus and the Temple (Normal),NES,Linkums,
108,AGDQ2017,2017-01-12,08:00,T&C 2: Thrilla's Surfari,Any%,NES,WhiteHat94,
109,AGDQ2017,2017-01-12,08:21,Wayne's World,Any%,NES,WhiteHat94,
110,AGDQ2017,2017-01-12,08:39,Big Nose the Caveman,Any%,NES,LackAttack24,
111,AGDQ2017,2017-01-12,09:17,Donkey Kong 5: The Journey of Over Time and Space,Any%,GAME BOY COLOR,theboyks,
112,AGDQ2017,2017-01-12,10:04,Catechumen,Any% Fledgling,PC,peaches_,
113,AGDQ2017,2017-01-12,10:39,WolfQuest,Any%,PC,Brossentia,
114,AGDQ2017,2017-01-12,11:07,Cornerstone: The Song of Tyrim,Any% No Credits Skip,PC,DrTChops,
115,AGDQ2017,2017-01-12,11:57,Adventure Island 2 (GB),Any%,GAME BOY,Ppotdot1,
116,AGDQ2017,2017-01-12,12:26,Fortified Zone,Any%,GAME BOY,CuteFluffyBunny,
117,AGDQ2017,2017-01-12,12:47,Turok: Dinosaur Hunter,Any%,PC,Bawkbasoup,
118,AGDQ2017,2017-01-12,13:44,Left 4 Dead 1,All Campaigns Co-op,PC,"mr.deagle, The Master",
119,AGDQ2017,2017-01-12,15:04,007: Nightfire,Any%,GAMECUBE,KeystoneLight,
120,AGDQ2017,2017-01-12,15:58,Trauma Center: New Blood,Co-Op Any% Normal,WII,"Irisjoker, Slurpeeninja",
121,AGDQ2017,2017-01-12,17:54,The Legend of Korra,New Game+ Extreme,PC,DolphinDasher,
122,AGDQ2017,2017-01-12,18:48,Sonic Advance 2,Sonic,GBA,Kirbymastah,
123,AGDQ2017,2017-01-12,19:26,Sonic R,100% (No OoB),WII,Keverage,
124,AGDQ2017,2017-01-12,19:51,Sonic Adventure 2: Battle,Dark Story,GAMECUBE,Seraphim1313,
125,AGDQ2017,2017-01-12,20:38,BONUS: Sonic Adventure DX: Directors Cut,Big The Cat's Story,PC,JerKro,
126,AGDQ2017,2017-01-12,21:17,Mystery Game Tournament,Blind Races,IT'S A MYSTERY,Unknown,
127,AGDQ2017,2017-01-12,22:37,Kirby's Dream Land 3,Best Ending (Co-op),SNES,"swordsmankirby, suzuribaco",
128,AGDQ2017,2017-01-13,00:29,The Legend of Zelda: A Link to the Past,Any% No Major Glitches,SNES,"Andy, BluntBunny, JoeDamillio, Xelna",
129,AGDQ2017,2017-01-13,02:24,Paper Mario: The Thousand-Year Door,Japanese Any%,GAMECUBE,"Almo, Sjorec",
130,AGDQ2017,2017-01-13,06:07,The Legend of Dark Witch - Episode 2,Any%,3DS,Crippe,
131,AGDQ2017,2017-01-13,06:43,Grief Syndrome,Any% 1 Player Co-op,PC,PX_,
132,AGDQ2017,2017-01-13,07:13,Refunct,Any%,PC,097Aceofspades,
133,AGDQ2017,2017-01-13,07:24,La-Mulana Remake,Any%,PC,RaindropDry,
134,AGDQ2017,2017-01-13,09:12,Titan Souls,100% All Bosses,PS4,Zic3,
135,AGDQ2017,2017-01-13,09:43,Bleed,Any%,PC,BIGHONKINBURGER,
136,AGDQ2017,2017-01-13,10:07,Furi,Any%,PC,BIGHONKINBURGER,
137,AGDQ2017,2017-01-13,10:56,Flywrench,Any% Normal Mode,PC,"killingpepsi, SsupNerds",
138,AGDQ2017,2017-01-13,11:37,Snailiad,Any%,PC,Bismuth,
139,AGDQ2017,2017-01-13,11:54,Human: Fall Flat,Any% 1.0,PC,Bullets,
140,AGDQ2017,2017-01-13,12:09,Action Henk,Any%,PC,badBlackShark,
141,AGDQ2017,2017-01-13,12:33,Woolfe: The Red Hood Diaries,Any%,PC,RandomPinkBunny,
142,AGDQ2017,2017-01-13,13:07,DuckTales,Any% Easy,NES,"Endy, garadas21",
143,AGDQ2017,2017-01-13,13:25,Star Wars: Shadows of the Empire,Any%,PC,glasnonck,
144,AGDQ2017,2017-01-13,14:28,Super Star Wars: Return of the Jedi,Any% Jedi,SNES,Striker,
145,AGDQ2017,2017-01-13,15:32,Metal Slug 3,Any%,NEO-GEO,Jackafur,
146,AGDQ2017,2017-01-13,16:18,Contra,Any%,NES,"TheMexicanRunner, Toad22484",
147,AGDQ2017,2017-01-13,16:35,Super C,Any%,NES,Toad22484,
148,AGDQ2017,2017-01-13,17:07,Contra 4,Any%,DS,Mr. K,
149,AGDQ2017,2017-01-13,17:42,Contra III: The Alien Wars,Deathwarps,SNES,Mr. K,
150,AGDQ2017,2017-01-13,18:01,Crash Bandicoot 2: Cortex Strikes Back,100%,PSX,SwordofSeals,
151,AGDQ2017,2017-01-13,19:32,Crash Team Racing,Any% Warpless,PSX,Natty,
152,AGDQ2017,2017-01-13,20:34,Sly Cooper and the Thievius Raccoonus,Any%,PS2,tHmCS,
153,AGDQ2017,2017-01-13,21:56,Jak and Daxter: The Precursor Legacy,Any%,PS2,headstrong1290,
154,AGDQ2017,2017-01-13,22:31,Ratchet & Clank: Going Commando,NG+ No IMG,PS2,"Xem, Skitz",
155,AGDQ2017,2017-01-13,23:30,Kirby Super Star,100%,SNES,"Countdown42, usedpizza, zzzhonki, suzuribaco",
156,AGDQ2017,2017-01-14,01:01,Not Another Needle Game,Bad Ending,PC,Stinkycheeseone890,
157,AGDQ2017,2017-01-14,02:18,Donkey Kong Country Trilogy Relay,Trilogy Relay,SNES,"Eazinn, V0oid, Nocturne_, Fathlo23, Silent Wolf, Supreme, Kanis999, waffle42, suzuribaco",
158,AGDQ2017,2017-01-14,04:51,Grand Theft Auto: Vice City,Any% no ACE,PC,KZ_FREW,
159,AGDQ2017,2017-01-14,06:10,Super Mario 3D Land,Any%,3DS,Kosmicd12,
160,AGDQ2017,2017-01-14,07:21,The Legend of Zelda: The Minish Cap,Any%,GBA,DbX,
161,AGDQ2017,2017-01-14,09:29,Fire Emblem: Blazing Sword,Any%,GBA,Kirbymastah,
162,AGDQ2017,2017-01-14,11:02,Disney's Extreme Skate Adventure,Any%,PS2,Six,
163,AGDQ2017,2017-01-14,11:29,Pitfall: the Mayan Adventure,Any%,SNES,Le Hulk,
164,AGDQ2017,2017-01-14,11:51,Tiny Toon Adventures,Any%,NES,garadas21,
165,AGDQ2017,2017-01-14,12:14,Tom and Jerry,Any%,SNES,R3DninjaJOSH,
166,AGDQ2017,2017-01-14,12:40,Darkwing Duck,Any%,NES,TheMexicanRunner,
167,AGDQ2017,2017-01-14,13:09,SpongeBob SquarePants: Battle for Bikini Bottom,Any%,XBOX,SHiFT,
168,AGDQ2017,2017-01-14,14:36,Super Mario Galaxy 2,Any%,WII,Vallu,
169,AGDQ2017,2017-01-14,18:04,Super Dram World,Any%,SNES,grandpoobear,
170,AGDQ2017,2017-01-14,19:08,BONUS: Super Mario Bros.: The Lost Levels,Any% 2 Players 1 Controller,SNES,"GameJ06, andrewg",
171,AGDQ2017,2017-01-14,19:53,TASBot vs NES Classic,"with micro500, MediaMagnet, and Spikestuff",NES CLASSIC,dwangoAC,
172,AGDQ2017,2017-01-14,19:56,BONUS TAS: TASBot's Revenge: Gradius Round 2,by adelikat and link_7777,NES CLASSIC,dwangoAC,
173,AGDQ2017,2017-01-14,20:08,TASBot plays Super Mario Bros.,by total and Ilari,NES,dwangoAC,
174,AGDQ2017,2017-01-14,20:13,TASBot dominates Mega Man 1,by total and Ownasaurus,NES,dwangoAC,
175,AGDQ2017,2017-01-14,20:15,TASBot plays A Link to the Past,"by Tompa, Masterjun, and Arkun",SNES,dwangoAC,
176,AGDQ2017,2017-01-14,20:24,TASBot plays the Community Choice,"with Masterjun, micro500, Ilari, and p4plus2 —",,dwangoAC,
177,AGDQ2017,2017-01-14,21:26,Dark Souls 3,Any%,PC,BubblesDelFuego,
178,AGDQ2017,2017-01-14,23:00,The Legend of Zelda: The Wind Waker HD,Any%,WII U,CLG Linkus7,
179,AGDQ2017,2017-01-15,03:20,Super Metroid,100%,SNES,"zoast, Ivan, Behemoth87, WildAnaconda69",
180,AGDQ2017,2017-01-15,05:28,Undertale,True Pacifist Ending,PC,TGH,
1,SGDQ2017,2017-07-02,16:58,NieR: Automata,Ending A Normal (1-handed),PC,Halfcoordinated,
2,SGDQ2017,2017-07-02,19:08,Halo: Combat Evolved,Legendary,PC,Garish,
3,SGDQ2017,2017-07-02,20:54,Azure Striker Gunvolt 2,Any% Gunvolt,3DS,johncarls,
4,SGDQ2017,2017-07-02,22:19,Battle Kid: Fortress of Peril,Any% Normal,NES,InfestedRiche,
5,SGDQ2017,2017-07-02,23:14,Diddy Kong Racing,Any%,N64,MrsGizamaluke,
6,SGDQ2017,2017-07-03,00:12,Luigi's Mansion,Any% (No OOB),GAMECUBE,HDlax1,
7,SGDQ2017,2017-07-03,01:26,Metroid Prime,100%,GAMECUBE,JustinDM,
8,SGDQ2017,2017-07-03,03:26,Castlevania: Symphony of the Night,Any% Glitchless,PSX,Dr4gonBlitz,
9,SGDQ2017,2017-07-03,04:17,Guacamelee! Gold Edition,100%,PC,Grimelios,
10,SGDQ2017,2017-07-03,05:45,Okami HD,NG+ Any%,PS3,Kinnin11,
11,SGDQ2017,2017-07-03,07:24,Strider (2014),Any%,PC,Theguesst,
12,SGDQ2017,2017-07-03,08:10,Assault Android Cactus,2P Co-op Campaign,PC,"MrBond, TucanSam",
13,SGDQ2017,2017-07-03,09:13,MDK,Any%,PC,psychoripper,
14,SGDQ2017,2017-07-03,10:06,Knytt Stories,The Machine 100%,PC,_VB,
15,SGDQ2017,2017-07-03,10:34,Super Adventure Island 2,Any%,SNES,Ppotdot1,
16,SGDQ2017,2017-07-03,11:34,ActRaiser,Any%,SNES,Straevaras,
17,SGDQ2017,2017-07-03,12:45,E.V.O.: Search for Eden,Any%,SNES,Darkwing Duck,
18,SGDQ2017,2017-07-03,13:43,The Lion King,Difficult,SNES,Akiteru,
